tmdbId,title,clean_overview
19414,Please Don't Eat the Daisies,drama critic larry mackay wife kate four sons move crowded manhattan apartment old house country housewife kate settles suburban life larry continues enjoy theater party scene new york
15794,White Heat,psychopathic criminal mother complex makes daring break prison leads old gang chemical plant payroll heist heist events take crazy turn
13188,Scrooge,ebenezer scrooge malcontentedly shuffles life cruel miserly businessman visited three spirits christmas eve show unhappy childhood adult behavior left selfish lonely old man
12651,Memphis Belle,memphis belle world war ii bomber piloted young crew dangerous bombing raids europe crew make one bombing raid finished duty go home briefing last flight crew discover target day dresden city invariably causes many allied casualties
886,The Cincinnati Kid,poker player tries prove match master game
9791,Animal Factory,suburbanite ron spoiled young overly worried marijuana charges leveled made drug dealer faces jail sentence san quentin state prison physically frail unaccustomed rough surroundings ron primed fall victim sexual predators bullying guards befriended earl veteran inmate finds meaning protecting vulnerable new kid
38582,ゴジラ対メカゴジラ,okinawan prophecy foretells destruction earth seeming fulfilled godzilla emerges return destructive roots seems godzilla breaks ally anguirus jaw matters complicated second godzilla emerges revealing mechanical weapon
9542,The Hitcher,stormy night young jim transports luxury car chicago california deliver owner feeling tired sleepy picks mysterious hitchhiker appeared nowhere thinking good conversation help fall asleep enough time deeply regret unmeditated decision
17820,Show Boat,dashing mississippi river gambler wins affections daughter owner show boat
37696,Fear X,wife killed seemingly random incident harry prompted mysterious visions journeys discover true circumstances surrounding murder
136,Freaks,circus beautiful trapeze artist agrees marry leader performers deformed friends discover marrying inheritance
47653,The Immigrant,european immigrant endures challenging voyage get trouble soon arrives new york
10970,Silent Movie,aspiring filmmakers mel funn marty eggs dom bell go financially troubled studio idea silent movie effort make movie marketable attempt recruit number big name stars appear studio creditors attempt thwart
42812,Anna Christie,old sailor chris christofferson eagerly awaits arrival grown daughter anna sent five years old live relatives minnesota seen since believes decent respectably employed young woman anna arrives however clear lived hard life dregs society much spirit extinguished falls love young sailor rescued sea father dreads reveal truth past father young man deluded background yet anna quite bring allow remain deluded
3019,Dr. Jekyll and Mr. Hyde,henry jekyll believes two distinct sides men good evil side believes separating two man become liberated succeeds experiments chemicals accomplish transforms hyde commit horrendous crimes discontinues use drug already late
10204,Around the World in 80 Days,bet pits british inventor chinese thief french artist worldwide adventure circle globe 80 days
9472,DodgeBall: A True Underdog Story,megalomaniacal white goodman owner trendy fitness center makes move take struggling local gym run pete la fleur one way la fleur fight back dodgeball aided dodgeball guru goodman attorney la fleur team underdogs launch battle winner takes
594,The Terminal,viktor navorski man without country plane took coup exploded homeland leaving shambles stranded kennedy airport holding passport nobody recognizes quarantined transit lounge authorities figure viktor simply goes living courts romance beautiful flight attendant
8981,Dear Frankie,frankie single mum lizzie move ever since frankie remember recently arriving seaside scottish town wanting protect deaf son truth run away father lizzie invented story away sea hms accra every weeks lizzie writes frankie letter father telling adventures exotic lands frankie tracks ship progress around globe discovers due dock hometown real hms accra arriving fortnight lizzie must choose telling frankie truth finding perfect stranger play frankie father one day
12153,White Chicks,two fbi agent brothers marcus kevin copeland accidentally foil drug bust avoid fired accept mission escorting pair socialites hamptons girls disfigured car accident refuse go left without options marcus kevin decide pose sisters transforming black men rich white women
1944,The Door in the Floor,set privileged beach community east hampton new york chronicles one pivotal summer lives famous children book author ted cole wife marion marriage strained tragedy resulting despondency subsequent infidelities prevented couple confronting change relationship eddie young man ted hires work summer assistant couple unwitting yet willing pawn ultimately catalyst transformation lives
11036,The Notebook,epic love story centered around older man reads aloud woman alzheimer faded notebook old man words bring life story couple separated world war ii passionately reunited seven years later taken different paths
1997,Deux Frères,two tigers separated cubs taken captivity reunited years later enemies explorer pearce inadvertently forces fight
15237,De-Lovely,paris venice broadway hollywood lives cole porter wife linda lee thomas never less glamorous wildly unconventional though cole thirst life strained marriage linda never stopped muse inspiring greatest songs twentieth century
11939,A Day at the Races,doctor hugo hackenbush tony stuffy try save judy farm winning big race horse problems hackenbush runs high priced clinic wealthy know degree veterinary medicine
26520,Bob & Carol & Ted & Alice,returning los angeles group therapy session documentary filmmaker bob sanders wife carol find becoming vigilante couples counselors offering unsolicited advice best friends ted alice henderson wanting rude hendersons play along latent sexual tension among four soon comes bubbling surface desires stay buried long
21386,Claymation Christmas Celebration,herb rex jurassic odd couple guide along christmas choral celebration emmy special california raisins segments feature three wise men singing camels penguins hilarious paris bellharmonic orchestra
24908,Le Battement d'ailes du papillon,thanks known butterfly theory random series unlinked events young woman young man meet
25783,Comandante,documentary director meeting castro
8991,Undead,quaint australian fishing village overcome meteorites turn residents ravenous undead leaving small group unharmed find way
23378,Into the Woods,collection fairy tale characters head woods soon learn fairy tales end happily ever rendition stephen sondheim tony musical recorded stage original broadway cast originally broadcast part american playhouse pbs season ten episode one
3293,Pirates of Silicon Valley,story men made world technology today struggles college founding companies ingenious actions took build global corporate empires apple computer microsoft corporation
36947,Manufacturing Consent: Noam Chomsky and the Media,film noted american dissident warning corporate media role modern propaganda
61487,Mayor of the Sunset Strip,look history fame world eyes pop star impresario rodney bingenheimer
14365,Killing Me Softly,woman grows suspicious controlling husband discovers secrets women past
10606,The Philadelphia Experiment,based actual event took place us navy destroyer escort disappeared philadelphia naval shipyard sent two men 40 years future 1984
16136,Juice,four harlem friends bishop q steel raheem dabble petty crime decide go big knocking convenience store bishop magnetic leader group gun q different aspirations wants dj happens gig night robbery unfortunately bishop willing take answer game everything keeps
6081,Revenge of the Pink Panther,chief inspector jacques clouseau dead least charles dead body discovered clouseau car shot road naturally clouseau knows differently taking advantage alive sets discover attempt made life
13696,Angels with Dirty Faces,childhood chums rocky sullivan jerry connelly grow opposite sides fence rocky matures prominent gangster jerry becomes priest tending needs old tenement neighborhood
44494,Zéro de conduite : Jeunes diables au collège,repressive boarding school rigid rules behavior four boys decide rebel director celebration day
2330,Taxi,marseilles france skilled pizza delivery boy daniel drives scooter finally dreams come true gets taxi license caught police huge speed infraction help emilien loser inspector ca drive track german bank robbers lose license dream job
2334,Taxi 3,gang thieves calling santa claus gang wreaking havoc police ca keep police captain gilbert distracted chinese reporter writing story squad taxi driver daniel midst relationship crisis string mistakes thieves outsmart police time time daniel pitch
13398,東京ゴッドファーザーズ,christmas eve three homeless people living streets tokyo discover newborn baby among trash set find parents
701,Our Hospitality,young man falls young woman trip home unbeknownst family vowed kill every member
10631,All of Me,stubborn millionaire edwina cutwater dies asks uptight lawyer roger cobb amend soul pass young vibrant terry hoskins spiritual transference goes awry edwina enters roger body instead forcing battle edwina control
43466,The Farmer's Daughter,leaving family farm study nursing city young woman finds unexpected path towards politics
10780,Overboard,heiress joanna stayton hires carpenter dean proffitt build closet refuses pay project done joanna accidentally falls overboard loses memory dean sees opportunity get even
23724,Butterfield 8,gloria wandrous promiscuous fashion model falls love weston liggett hard drinking son working class family married money
29264,El ángel exterminador,lavish dinner party guests find mysteriously unable leave room
1777,Fahrenheit 9/11,michael moore view bush administration allegedly used tragic events push forward agenda unjust wars afghanistan iraq
11584,Roxanne,based play de bergerac bales falls beautiful falls personality another man looks
26811,Dr. Terror's House of Horrors,five strangers board train joined mysterious fortune teller offers read tarot cards five separate stories unfold architect returns ancestoral home find werewolf revenge doctor discovers new wife vampire huge plant takes house musician gets involved voodoo art critic pursued disembodied hand
161080,Secret Society,daisy love ken life also large pretty dole ken dreamer dreams make fast buck ending started dreams rent unpaid bailiffs door ken dreams tatters daisy sets bring home bacon gets job local factory meets marlene half dozen large women united secret passion sumo wrestling ken know hit
11884,The Last Starfighter,video game expert alex rogan finds transported another planet conquering last starfighter video game find test recruited join team best starfighters defend world attack
558,Spider-Man 2,peter parker going major identity crisis burned decides shelve superhero alter ego leaves city suffering wake carnage left evil doc ock meantime parker still ca act feelings mary jane watson girl loved since childhood certain anger begins brew best friend harry osborn well
80,Before Sunset,nine years later jesse travels across europe giving readings book wrote night spent vienna celine reading paris celine finds spend part day together jesse leave flight relationships jesse son strong feelings start return confess longing
9477,King Arthur,story arthurian legend based hypothesis contends legend historical nucleus sarmatian heavy cavalry troops stationed britain military commander lucius artorius castus historical person behind legend
8699,Anchorman: The Legend of Ron Burgundy,1970s san diego anchorman ron burgundy top dog local tv change ambitious reporter veronica corningstone arrives new employee station
11247,A Cinderella Story,routinely exploited wicked stepmother downtrodden samantha montgomery excited prospect meeting internet beau school halloween dance
2048,"I, Robot",2035 robots commonplace abide three laws robotics technophobic cop investigates apparent suicide suspecting robot may responsible death investigation leads believe humanity may danger
436,"María, llena eres de gracia",pregnant colombian teenager becomes drug mule make desperately needed money family
43004,Long Day's Journey Into Night,course one day august 1912 family retired actor james tyrone grapples morphine addiction wife mary illness youngest son edmund alcoholism debauchery older son jamie day turns night guilt anger despair regret threaten destroy family
10754,Krótki film o zabijaniu,jacek climbs taxi driven waldemar tells drive remote location brutally strangles seemingly without motive
2502,The Bourne Supremacy,cia operation purchase classified russian documents blown rival agent shows sleepy seaside village bourne marie living pair run lives bourne promised retaliation anyone former life attempt contact forced take life trained assassin survive
314,Catwoman,liquidated discovering corporate conspiracy graphic artist patience phillips washes island resurrected endowed prowess cat eager use new skills vigilante say cat mouse handsome gumshoe tom lone tail fascinated personas
18923,A Home at the End of the World,three friends form bond year johnathan gay clare straight bobby neither instead loves people loves lives go tension tears culminate strong yet fragile friendship three
12206,Das Testament des Dr. Mabuse,detective assaulted thugs placed asylum run professor baum observes professor preoccupation another patient criminal genius mabuse hypnotist mabuse notes found connected rash recent crimes commissioner lohmann must determine mabuse communicating criminals despite conflicting reports doctor whereabouts capture good
68064,Flash Gordon Conquers the Universe,mysterious plague purple death ravages earth zarkov investigating spaceship finds ship planet mongo seeding atmosphere dust sure enough ming merciless old tricks back mongo flash dale zarkov
15244,Un condamné à mort s'est échappé,captured french resistance fighter world war ii engineers daunting escape prison
62395,Marcelino pan y vino,left doorstep monastery infant marcelino raised monks lonely missed mother one day found special friend forbidden attic hanging cross friend would repay marcelino kindness granting one wish
24559,Slaughterhouse-Five,billy pilgrim veteran second world war finds mysteriously detached time able travel without able help days childhood peculiar life distant planet called tralfamadore passing bitter experience prisoner war german city dresden looms inevitable shadow unspeakable tragedy
27437,The Bachelor and the Bobby-Soxer,teenager susan turner severe crush playboy artist richard nugent sneaks apartment model found sister judge margaret turner threatened jail nugent agrees date susan crush abates
32294,Mr. Blandings Builds His Dream House,advertising executive dreams getting city building perfect home country find transition fraught problems
41463,My Favorite Wife,seven years shipwreck presumed dead ellen arden arrives home find husband nick remarried overjoyed nick struggles break news new bride gets shock hears whole story ellen spent seven years alone desert island another man
19051,The New Adventures of Pippi Longstocking,father ship carried sudden storm spunky pippi longstocking stranded horse alfonso pet monkey neilson takes residence old family home thought neighborhood children haunted soon two children tommy sister anika venture house meet pippi three soon become friends get various adventures together including cleaning floor scrubbing shoes dodging splunks going waterfall barrels helping pippi problem go orphanage older children probably get movie
43485,Night and Day,swellegant elegant delux delovely cole porter sophisticated name songwriting play screen hollywood chose debonair icon cary grant grant stars first time color fanciful biopic alexis smith plays linda whose serendipitous meetings porter lead meeting alter 20 songs grace tail triumph tragedy grant lending amiable voice top night day monty woolley yale contemporary porter portrays jane wyman mary martin eve arden others provide vocals verve lights curtain showtune standards embraced generations enjoy night day
62694,The Snake Pit,virginia cunningham confused upon finding mental hospital memory arrival institution tormented delusions unable even recognize husband robert treated mark kik determined get root mental illness treatment progresses flashbacks depict events virginia life may contributed instability
53287,The Super,louie kritski heartless landlord negligent keeping ghetto apartment threatened jail time judge gives another option must live hell hole brings liveable standards
1040,Il gattopardo,garibaldi troops begin unification italy 1860s aristocratic sicilian family grudgingly adapts sweeping social changes undermining way life proud pragmatic prince fabrizio salina allows war hero nephew tancredi marry angelica beautiful daughter gauche bourgeois calogero order maintain family accustomed level comfort political clout
5122,The Day of the Locust,hollywood 1930s tod hackett young painter tries make way art director lurid world film industry gets infatuated neighbor faye greener aspiring actress prefers life homer simpson lone accountant offer
1783,To End All Wars,based story drama focuses small group allied soldiers burma held captive japanese capt ernest gordon ciaran mcmenamin jim reardon kiefer sutherland ian campbell robert carlyle among military officers kept imprisoned routinely beaten deprived food campbell wants rebel attempt escape gordon tries take stoic approach attitude proves surprisingly resonant
31522,Une Femme est une femme,longing baby stripper pursues another man order make boyfriend jealous
22976,Biggles,unassuming catering salesmen jim ferguson falls time hole 1917 saves life dashing royal flying corps pilot james biggles bigglesworth photo recon mission shot work happened jim zapped back 1980s
42801,"Ieri, oggi, domani",three tales different women using sexuality means getting want
41316,Unprecedented: The 2000 Presidential Election,unprecedented 2000 presidential election riveting story battle presidency florida undermining democracy america filmmakers richard ray perez joan sekler examine modern america controversial political contest 2000 election george bush emerges disturbing picture election marred suspicious irregularities electoral injustices sinister voter purges state governed winning candidate brother 2004 campaign edition features new commentary danny glover new segment dangers electronic voting machines
5179,The Prime of Miss Jean Brodie,headstrong young teacher private school 1930s edinburgh ignores curriculum influences impressionable charges worldview
53198,Il mio viaggio in Italia,director martin scorsese narrates journey favorites italian cinema
16703,This Gun for Hire,sadistic philip raven becomes enraged latest job paid marked bills vowing track boss nightclub executive gates raven sits beside gates lovely new employee ellen train town although ellen engaged marry police lieutenant hunting raven decides try set misguided hit man straight hides cops plots revenge
20408,Terror by Night,holmes watson board passenger train bound london edinburgh guard star rhodesia enormous diamond worth fortune belonging elderly woman wealth within first hour trip woman son murdered diamond stolen passengers car could killer thief
13580,The Spy Who Came in from the Cold,british agent alec leamas refuses come cold war 1960s choosing face another mission may prove final one
18706,Sherlock Holmes and the Secret Weapon,midst world war ii sherlock holmes rescues swiss inventor new gestapo brings england shortly falls clutches professor moriarty
34327,The Woman in Green,sherlock holmes investigates young women around london turn murdered finger severed scotland yard suspects madman holmes believes killings part diabolical plot
20417,Dressed to Kill,convicted thief dartmoor prison hides location stolen bank england printing plates inside three music boxes innocent purchasers boxes start murdered holmes watson investigate
14462,The Manchurian Candidate,years squad ambushed gulf war major ben marco finds terrible nightmares begins doubt fellow sergeant raymond shaw candidate hero remembers marco doubts deepen shaw political power grows marco finds mysterious implant embedded back memory really happened begins return
14623,Thunderbirds,dangerous missions bread butter thunderbirds secret force employed government led jeff tracy bill paxton thunderbirds top game nemesis hood ben kingsley landed island attempting coup using team rescue vehicles soon discover thunderbirds wo go
6947,The Village,willful young man tries venture beyond sequestered pennsylvania hamlet actions set chain chilling incidents alter community forever
401,Garden State,andrew returns hometown funeral mother journey reconnects past friends trip coincides decision stop taking powerful antidepressants chance meeting sam girl also suffering various maladies opens possibility rekindling emotional attachments confronting psychologist father perhaps beginning new life
23305,The Warrior,feudal india warrior renounces role longtime enforcer local lord becomes prey murderous hunt himalayan mountains
17768,A Funny Thing Happened on the Way to the Forum,wily slave must unite virgin courtesan young smitten master earn freedom
1538,Collateral,cab driver max picks man offers 600 drive around promise easy money sours max realizes fare assassin
14846,Little Black Book,determined learn boyfriend past relationships stacy works talk show becomes bona fide snoop colleague barb stacy gets names derek interviews supposedly upcoming show learns adds confusion plans begin unravel befriends one women
2577,Code 46,dystopian future insurance fraud investigator william gold arrives shanghai investigate forgery ring papelles futuristic passports record people identities genetics gold falls maria gonzalez woman charge forgeries passionate affair gold returns home named coworker culprit one gonzalez customers found dead gold sent back shanghai complete investigation
41975,Une affaire de femmes,france world war ii order somehow make ends meet mother two children marie latour underground abortions rents room familiar prostitute pay attention husband returned war injury lives life abortions gradually begin bring good income boredom easily dispelled starting young lover
11282,Harold & Kumar Go to White Castle,nerdy accountant harold irrepressible friend kumar get stoned watching television find utterly bewitched commercial white castle convinced must one nearby two set odyssey takes deep new jersey somehow boys manage run afoul rednecks cops even neil patrick harris getting anywhere near beloved sliders
11130,The Princess Diaries 2: Royal Engagement,mia thermopolis college graduate way genovia take duties princess best friend lilly also joins summer mia continues riding horses archery royal complicated life turned upside learns take crown queen earlier expected
14389,Danny Deckchair,based true story tale cement truck driver named danny whose long awaited vacation cancelled thanks scheming girlfriend trudy danny escapes grim life suburban australia blasts skies chair tied helium balloons mighty thunderstorm blows clean map spits far away lush green town clarence new town rockets world glenda town parking cop media back home becomes obsessed story disappearance danny gets reinvent new town great adventure discovers true soul mate glenda fate catches eventually danny true identity revealed trudy tabloid celebrity comes idyllic town claim danny drag back sydney danny however changed man discovered means happy found new
395,AVP: Alien vs. Predator,scientists discover something arctic appears buried pyramid send research team investigate little know step hunting ground aliens grown sport predator race
23601,We Don't Live Here Anymore,married couple jack terry linden experiencing difficult period relationship jack decides step outside marriage becomes involved edith happens wife best friend colleague hank evans learning partners infidelity terry hank engage extramarital affair together marriages friendships brink collapse
10762,Without a Paddle,three friends whose lives drifting apart reunite funeral fourth childhood friend looking childhood belongings discover trunk contained details quest friend attempting revealed hot trail went missing airplane hijacker cooper decide continue journey understand dangers soon encounter
11026,Exorcist: The Beginning,lived traumatizing events wwii father lankester merrin takes sabbatical church conduct archaeological excavations east africa merrin unearths ancient byzantine church believed built immediately buried keep evil crypt natives convinced uncovering church unleashed demon begin violently clash british military troops village rapidly disintegrates chaos war merrin must demon taken possession somebody close
20120,Bill Cosby: Himself,1983 comedy film featuring comedy bill cosby filmed live audience hamilton place theatre hamilton ontario cosby gives comedic views people drink much take drugs going dentist marriage parenthood
11237,Anacondas: The Hunt for the Blood Orchid,blood orchid rare flower could hold secret eternal life worth fortune company finds first led pharmaceutical research team scientific expedition sets go explore deep jungles borneo locate bring back samples legendary plant battling rainstorms make way upriver group encounters poisonous insects ferocious crocodile discover stalked even greater danger gathering giant anacondas flesh eaters go anyone crosses path
8080,Suspect Zero,killer loose fbi agent sifts clues learns bloodthirsty felon victims choice serial killers
14797,天地英雄,chinese emissary sent gobi desert execute renegade soldier caravan transporting buddhist monk valuable treasure threatened thieves however two warriors might unite protect travelers
11632,Vanity Fair,beautiful funny passionate calculating becky orphaned daughter starving english artist french chorus girl yearns glamorous life birthright promises resolves conquer english society means possible mere ascension heights society simply enough becky finds patron powerful marquess steyne whose whims enable becky realise dreams ultimate cost high
15644,Paparazzi,rising hollywood actor decides take personal revenge group four persistent photographers make pay almost causing personal tragedy involving wife son
11208,Wicker Park,matthew young advertising executive chicago puts life business trip china hold thinks sees lisa love life left without word two years earlier walking restaurant one day
16153,Alice Doesn't Live Here Anymore,husband dies alice son tommy leave small new mexico town california alice hopes make new life singer money problems force settle arizona instead alice takes job waitress small diner
42694,Who's That Knocking at My Door,catholic new yorker falls love girl wants marry struggles accept past means future
42164,Amator,filip buys 8mm movie camera first child born first camera town named official photographer local party boss horizons widen sent regional film festivals first works focus movie making also leads domestic strife philosophical dilemmas
12548,I vitelloni,five young men dream success drift lazily life small italian village fausto group leader womanizer riccardo craves fame alberto hopeless dreamer moraldo fantasizes life city leopoldo aspiring playwright fausto chases string women horror pregnant wife four blunder way one uneventful experience next
9759,Cellular,young man receives emergency phone call cell phone older woman claims kidnapped kidnappers targeted husband child next
1577,Resident Evil: Apocalypse,city locked quarantine alice finds people died previous incident umbrella corporation turned zombies joins small band elite soldiers enlisted rescue missing daughter creator mutating lack luck resources happen begin wage exhilarating battle survive escape umbrella corporation erases experiment face earth
16232,Mr. 3000,aging baseball star goes nickname 3000 finds many years retirement quite reach hits age 47 back try reach goal
5137,Sky Captain and the World of Tomorrow,gigantic robots attack new york city sky captain uses private air force fight reporter polly perkins investigating recent disappearance prominent scientists suspecting link global robot attacks missing men sky captain polly decide work together fly himalayas pursuit mysterious totenkopf mastermind behind robots
11823,Wimbledon,british tennis player peter clutches embarrassingly low position ladder handed wild card wimbledon expects final bow
13969,First Daughter,samantha mackenzie daughter president united states arrives college group secret service agents samantha however resents presence decides wants attend school like normal student father agrees recall agents secretly assigns james undercover agent pose student fall love romance jeopardized samantha learns james true identity
10145,The Forgotten,telly paretta grieving mother struggling cope loss son stunned psychiatrist reveals created eight years memories son never meets man similar experience telly embarks search prove son existence sanity
1653,Diarios de motocicleta,based journals che guevara leader cuban revolution memoirs guevara recounts adventures best friend alberto granado crossing south america motorcycle early 1950s
747,Shaun of the Dead,shaun lives supremely uneventful life revolves around girlfriend mother local pub gentle routine threatened dead return life make strenuous attempts snack ordinary londoners
84214,"Come Back, Little Sheba",mismatched couple marital problems come surface husband develops interest pretty boarder
4176,Murder on the Orient Express,1935 train stopped deep snow detective hercule poirot called solve murder occurred car night
11177,Mask,boy massive facial skull deformity biker gang mother attempts live normal life possible circumstances
12707,Orca,witnessing killing mate offspring hands reckless irish captain vengeful killer whale rampages fisherman newfoundland harbor pressure villagers captain female marine biologist indigenous tribalist venture great beast meet turf
1492,1492: Conquest of Paradise,1492 conquest paradise depicts christopher columbus discovery new world effect indigenous people
8689,Cannibal Holocaust,new york university professor returns rescue mission amazon rainforest footage shot lost team documentarians making film area local cannibal tribes
10555,Shark Tale,oscar small fish whose big aspirations often get trouble meanwhile lenny great white shark surprising secret sea creature would guess vegetarian lie turns oscar improbable hero lenny becomes outcast two form unlikely friendship
11128,Ladder 49,watchful eye mentor captain mike kennedy probationary firefighter jack morrison matures seasoned veteran baltimore fire station however jack reached crossroads sacrifices made put harm way innumerable times significantly impacted relationship wife kids
1599,I ♥ Huckabees,team play detective traditional sense instead happy duo helps others solve existential issues kind keep night wondering means
14024,Raise Your Voice,story centered around singer brokenhearted death brother car crash secretly submitted summer session performing arts academy los angeles academy experiences whole new way life big city far small town lifestyle used
11045,Taxi,mouthy feisty taxicab driver hot tips green inept cop set solving string new york city bank robberies committed quartet female brazilian bank robbers
14337,Primer,friends fledgling entrepreneurs invent device garage reduces apparent mass object placed inside discover highly unexpected capabilities ones could enable seemingly anything want taking advantage unique opportunity first challenge face dealing consequences next
26108,Stage Beauty,humble maria outfits top london theater star ned kynaston takes none credit male actor success playing women 17th century maria like females prohibited pursuing dream acting powerful people support king charles ii lifts ban female stage performers maria aided ned needs help learn new profession
4380,Shall We Dance?,upon first sight beautiful instructor bored overworked estate lawyer signs ballroom dancing lessons
3989,Team America: World Police,team america world police follows international police force dedicated maintaining global stability learning dictator kim jong il destroy world team recruits broadway star gary johnston go undercover help team america gary manages uncover plan destroy world team america able save time samuel l jackson tim robbins sean penn michael moore helen hunt matt damon susan sarandon george clooney danny glover ethan hawke alec
16358,Eulogy,black comedy follows three generations family come together funeral patriarch unveiling litany family secrets covert relationships
25313,P.S.,louise unfulfilled divorced woman regrets gets chance relive past meets young man bears uncanny resemblance name appearance high school sweetheart died many years
2438,The Country Girl,actor given one chance star musical yet alcoholism may prevent happening
65550,The Rose Tattoo,grieving widow embarks new romance discovers late husband cheating
3053,Dance of the Vampires,noted professor apprentice fall prey inquiring vampires trail ominous damsel distress
18499,Le déclin de l'empire américain,four different montreal university teachers gather rambling country house prepare dinner remy married claude homosexual pierre involved girlfriend alain bachelor discuss sex female body affairs meanwhile four female guests louise remy wife 15 years dominique spinster diane danielle pierre girlfriend spending time downtown health gym also discuss sex female body naturally men later evening finally meet country house dinner ninth guest named mario used know diane drops group talk surprise
36616,Bebe's Kids,robin meets lovely jamika thinks heaven meets friend bebe children looking knows hell bebe kids obnoxious irritating kids ever met written brian w martz
13416,Friday Night Lights,small turbulent town texas obsesses high school football team unhealthy degree star tailback boobie miles seriously injured first game season hope lost town dormant social problems begin flare left inspiring abilities new coach gary gaines instill team members proxy town sense honor
1435,Tarnation,filmmaker jonathan caouette documentary growing schizophrenic mother mixture snapshots answering machine messages video diaries early short films culled 19 years life
11099,The Final Cut,set world memory implants alan hakman power final edit people recorded latest assignment puts great danger
18701,Being Julia,julia lambert true diva beautiful talented weathly famous including devoted husband mastermined brilliant career years shining spotlight begins suffer severe case boredom longs something new exciting put twinkle back eye julia finds exactly looking handsome young american fan long novelty fling adds sparks hoping fortuately surprise twist plot thrust back greatest role life
15566,Surviving Christmas,drew latham executive leading empty shallow life wealth side facing another lonely christmas ahead revisit old childhood home hope reliving old holiday memories finds house raised longer home grew
1970,The Grudge,american nurse living working tokyo exposed mysterious supernatural curse one locks person powerful rage claiming life spreading another victim
8849,Alfie,manhattan british limousine driver alfie surrounded beautiful women one night stands without sort commitment best friends colleague marlon lonette alfie brief affair lonette consequences force alfie reflect lifestyle
9675,Sideways,two men embark spiritual journey californian wine country one unpublished novelist suffering depression days away walking aisle
4553,The Machinist,trevor insomniac lathe operator experiences unusual occurrences work home strange man follows everywhere one else seems notice
11109,Vera Drake,abortionist vera drake finds beliefs practices clash mores 1950s britain conflict leads tragedy family
48678,Falling Angels,wickedly funny story three sisters coming age wildly dysfunctional family set backdrop 60 free love cold war lsd dawn feminism affectionately dubbed little women acid story destructive effects secrecy bonds duty parents children
126148,Lightning in a Bottle,february 7th 2003 renowned artists across multiple music genres generations commandeered stage new york city radio city music hall pay tribute common heritage passion blues shared thousands fans attendance legendary performers roots rock jazz rap joined forces salute blues benefit concert whose proceeds went musical education
16131,Undertow,munns father john sons chris tim recede woods rural georgia life together forever changed arrival uncle deel though tragedy follows forces troubled chris become man
176,Saw,obsessed teaching victims value life deranged sadistic serial killer abducts morally wayward captured must face impossible choices horrific game survival victims must fight win lives back die trying
1677,Ray,born sharecropping plantation northern florida ray charles went blind seven inspired fiercely independent mom insisted make way found calling gift behind piano keyboard touring across southern musical circuit soulful singer gained reputation exploded worldwide fame pioneered coupling gospel country together
10740,Birth,took anna 10 years recover death husband sean verge marrying boyfriend joseph finally moving however night engagement party young boy named sean turns saying dead husband reincarnated first ignores child knowledge former husband life uncanny leading believe might telling truth
9806,The Incredibles,bob parr given superhero days log time insurance adjuster raise three children formerly heroic wife suburbia receives mysterious assignment time get back costume
47959,Callas Forever,fictionalized account last days opera singer maria callas
5255,The Polar Express,doubting young boy takes extraordinary train ride north pole embarks journey shows wonder life never fades believe
11184,Kinsey,kinsey portrait researcher alfred kinsey driven uncover private secrets nation begins kinsey scientific endeavor soon takes intensely personal relevance ultimately becoming unexpected journey mystery human behavior
11249,Seed of Chucky,time around chucky homicidal honey tiffany brought back life orphan offspring glen horror goes hollywood chucky unleashes brand murderous mayhem
10589,After the Sunset,fbi agent suspicious two master thieves quietly enjoying retirement near may may biggest score careers
9801,Bridget Jones: The Edge of Reason,bridget jones becoming uncomfortable relationship mark darcy apart discovering conservative voter deal new boss strange contractor worst vacation life
866,Finding Neverland,writing slump playwright barrie meets widow four children young soon become important part barrie life inspiration lead create masterpiece peter pan
2059,National Treasure,modern treasure hunters led archaeologist ben gates search chest riches rumored stashed away george washington thomas jefferson benjamin franklin revolutionary war chest whereabouts may lie secret clues embedded constitution declaration independence gates race find gold enemies
140,La mala educación,two children ignacio enrique know love movies fear religious school beginning 1960s father manolo director school professor literature witness part discoveries three followed next decades reunion marking life death
11836,The SpongeBob SquarePants Movie,trouble brewing bikini bottom someone stolen king neptune crown looks like krab spongebob boss culprit though passed promotion dreams spongebob stands boss along best pal patrick sets treacherous mission shell city reclaim crown save krab life
1966,Alexander,alexander king macedonia leads legions giant persian empire defeating persians leads army across known world venturing farther westerner ever gone way india
13673,Christmas with the Kranks,daughter blair leaves family nest luther nora krank decide book island cruise beat yuletide blues skip holidays decision boycott tradition whole neighborhood uproar blair calls christmas eve announce surprise visit new kranks twelve hours perform miracle pull neighbors together throw best celebration ever
174787,Guerrilla: The Taking of Patty Hearst,documentary curious american domestic terrorist group infamous 1974 kidnapping patty hearst
2288,Closer,two couples disintegrate begin destructive adulterous affairs
15397,I Am David,based anne holm acclaimed young adult novel north freedom david chronicles struggles boy manages flee communist concentration camp sheer determination possession loaf bread letter deliver someone denmark compass help get
9550,十面埋伏,9th century china corrupt government wages war rebel army called flying daggers romantic warrior breaks beautiful rebel prison help rejoin fellows things seem
163,Ocean's Twelve,danny ocean reunites old flame rest merry band thieves carrying three huge heists rome paris amsterdam europol agent hot heels
36648,Blade: Trinity,years blade fought vampires cover night falling crosshairs fbi forced daylight driven join forces clan human vampire hunters never knew nightstalkers together abigail hannibal two deftly trained nightstalkers blade follows trail blood ancient creature also hunting original vampire dracula
